best_free_drift_hz_s,best_free_frequency_mhz,best_free_snr,best_stationary_frequency_mhz,best_stationary_offset_from_prediction_hz,best_stationary_snr,candidate_ordinal,candidate_track_snr,epoch,frozen_original_disposition,kind,predicted_drift_hz_s,predicted_end_mhz,predicted_mid_mhz,predicted_start_mhz,rest_frequency_mhz,scan,width_channels,window_id
-0.084079264729204,1424.9975915233963,22.21738052368164,1424.9975801813825,-1.4132360774965491,5.551455974578857,1,21.605459213256836,1,rfi_family_veto_pending_manual_review,on,-0.07968951586498361,1424.9975708626387,1424.9975815946186,1424.997592362341,1424.954541208892,epoch1_on,1,m21_1425p0
1.702605110766381,1424.9975518263484,4.810257911682129,1424.9976170429272,62.12185417098226,3.339444398880005,1,2.11822509765625,1,rfi_family_veto_pending_manual_review,off,-0.07860333486795976,1424.997544336365,1424.997554921073,1424.997565543023,1424.954541208892,epoch1_off,1,m21_1425p0
-0.084079264729204,1424.9975404843349,9.324378967285156,1424.9974866097698,-42.01128399472509,3.785649538040161,1,9.324378967285156,2,rfi_family_veto_pending_manual_review,on,-0.07747284609575071,1424.9975181895838,1424.9975286210538,1424.9975390912434,1424.954541208892,epoch2_on,1,m21_1425p0
-0.084079264729204,1424.997514964804,6.926196098327637,1424.9974979517835,-4.7575954340572935,3.6718974113464355,1,5.162779808044434,2,rfi_family_veto_pending_manual_review,off,-0.07629873640567708,1424.9974924370192,1424.997502709379,1424.9975130219118,1424.954541208892,epoch2_off,1,m21_1425p0
-0.0735693566380535,1424.9974866097698,4.694174766540527,1424.9974724322528,-4.843461510972702,2.652700901031494,1,4.649299144744873,3,rfi_family_veto_pending_manual_review,on,-0.07508537808703895,1424.9974671677455,1424.9974772757143,1424.997487425282,1424.954541208892,epoch3_on,1,m21_1425p0
-0.0735693566380535,1424.997461090239,6.091416835784912,1424.997461090239,8.833436368149705,3.60605525970459,1,3.4251670837402344,3,rfi_family_veto_pending_manual_review,off,-0.07383008607551288,1424.9974423188687,1424.9974522568027,1424.9974622377358,1424.954541208892,epoch3_off,1,m21_1425p0
-0.084079264729204,1424.9975915233963,22.21738052368164,1424.9975801813825,-1.7986367311095819,5.551455974578857,2,21.605459213256836,1,rfi_family_veto_pending_manual_review,on,-0.0785452798331249,1424.997571402393,1424.9975819800193,1424.9975925933882,1424.9641847560824,epoch1_on,1,m21_1425p0
1.702605110766381,1424.9975518263484,4.810257911682129,1424.9976170429272,61.350845271590515,3.339444398880005,2,4.167372226715088,1,rfi_family_veto_pending_manual_review,off,-0.0774590963077919,1424.997545261728,1424.997555692082,1424.997566159678,1424.9641847560824,epoch1_off,1,m21_1425p0
-0.084079264729204,1424.9975404843349,9.324378967285156,1424.9974866097698,-43.16790204939025,3.785649538040161,2,8.463887214660645,2,rfi_family_veto_pending_manual_review,on,-0.07632860500727368,1424.997519500556,1424.9975297776718,1424.997540093507,1424.9641847560824,epoch2_on,1,m21_1425p0
-0.084079264729204,1424.997514964804,6.926196098327637,1424.9974979517835,-6.299823553490569,3.6718974113464355,2,6.514605522155762,2,rfi_family_veto_pending_manual_review,off,-0.07515449026058174,1424.9974941336025,1424.997504251607,1424.997514409785,1424.9641847560824,epoch2_off,1,m21_1425p0
-0.0735693566380535,1424.9974866097698,4.694174766540527,1424.9974724322528,-6.77015668770764,2.652700901031494,2,1.9808099269866943,3,rfi_family_veto_pending_manual_review,on,-0.07394112941363445,1424.9974692487958,1424.9974792024095,1424.9974891976217,1424.9641847560824,epoch3_on,1,m21_1425p0
-0.0735693566380535,1424.997461090239,6.091416835784912,1424.997461090239,6.522273451992078,3.60605525970459,2,0.39679574966430664,3,rfi_family_veto_pending_manual_review,off,-0.07268583487379923,1424.9974447843872,1424.9974545679656,1424.997464394543,1424.9641847560824,epoch3_off,1,m21_1425p0
