best_free_drift_hz_s,best_free_frequency_mhz,best_free_snr,best_stationary_frequency_mhz,best_stationary_offset_from_prediction_hz,best_stationary_snr,candidate_ordinal,candidate_track_snr,epoch,kind,predicted_drift_hz_s,predicted_end_mhz,predicted_mid_mhz,predicted_start_mhz,rest_frequency_mhz,scan,width_channels,window_id
0.042039632364602,1406.3009256413955,23.735599517822266,1406.3009284768987,-35.561701906772214,23.276430130004883,1,13.778648376464844,1,on,-0.4626784441419421,1406.3009015406715,1406.3009640386006,1406.3010263682443,1406.1183440728319,epoch1_on,9,m15_1406p5
0.2417278860964615,1406.3008717668304,22.60560417175293,1406.3009114638783,99.5120678908279,19.48876190185547,1,3.6469926834106445,1,off,-0.4675054422587316,1406.30074880388,1406.3008119518104,1406.3008749337448,1406.1183440728319,epoch1_off,9,m15_1406p5
-0.5570251288309765,1406.3006647750808,14.836071968078613,1406.3007299916594,71.222037604457,8.800804138183594,1,11.48746109008789,2,on,-0.47225218931460766,1406.3005949825008,1406.3006587696218,1406.3007223930065,1406.1183440728319,epoch2_on,9,m15_1406p5
-1.3978177761230166,1406.3004776318553,3.9599759578704834,1406.3005173289032,13.278338201416773,2.026573896408081,1,0.5971142053604126,2,off,-0.4769341897440832,1406.3004396329768,1406.300504050565,1406.3005683066551,1406.1183440728319,epoch2_off,9,m15_1406p5
1.8497438240424882,1406.3004407703108,11.48674201965332,1406.3003897312492,41.91561220068252,2.563180685043335,1,0.45000752806663513,3,on,-0.4815521236623212,1406.3002827762114,1406.300347815637,1406.3004126957776,1406.1183440728319,epoch3_on,9,m15_1406p5
0.5570251288309765,1406.3002706401057,3.2529044151306152,1406.3002876531264,97.5675170593604,2.213474750518799,1,-0.2827951908111572,3,off,-0.48610669478203666,1406.300124432881,1406.3001900856093,1406.3002555812402,1406.1183440728319,epoch3_off,9,m15_1406p5
0.042039632364602,1406.3009256413955,23.735599517822266,1406.3009284768987,35.33509061526274,23.276430130004883,2,8.903677940368652,1,on,-0.46267842054438996,1406.3008306438821,1406.300893141808,1406.3009554714486,1406.118273185246,epoch1_on,9,m15_1406p5
1.9548429049539933,1406.300795208238,21.387510299682617,1406.3008263987758,85.34375047020148,6.71493673324585,2,4.398182392120361,1,off,-0.46750541866117945,1406.3006779070984,1406.3007410550254,1406.3008040369568,1406.118273185246,epoch1_off,9,m15_1406p5
-0.5570251288309765,1406.3006647750808,14.836071968078613,1406.3005258354133,-62.037431462158565,13.32686996459961,2,12.792723655700684,2,on,-0.4722521657170555,1406.300524085727,1406.3005878728447,1406.3006514962262,1406.118273185246,epoch2_on,9,m15_1406p5
-1.3978177761230166,1406.3004776318553,3.9599759578704834,1406.3003982377595,-34.91603638394736,2.1845815181732178,2,0.8510323762893677,2,off,-0.4769341661465311,1406.3003687362107,1406.300433153796,1406.3004974098826,1406.118273185246,epoch2_off,9,m15_1406p5
2.007392445409746,1406.3003755537322,6.057268142700195,1406.3002167655409,-60.15333474351792,1.6493678092956543,2,-1.153426170349121,3,on,-0.4815520992219994,1406.3002118794532,1406.3002769188756,1406.3003417990128,1406.118273185246,epoch3_on,9,m15_1406p5
-1.7866843754955852,1406.3000806613768,3.5896339416503906,1406.3001997525203,80.56366436903772,1.5264301300048828,2,-0.3041937053203583,3,off,-0.4861066703417148,1406.3000535361307,1406.300119188856,1406.3001846844834,1406.118273185246,epoch3_off,9,m15_1406p5
