ccd,grid_row,grid_col,row_residue,column_residue,maximum_flux_difference,maximum_uncertainty_difference,phase_sum
3,1,1069,8,0,0.0,0.0,1.0000000000000004
3,1,1069,8,1,2.7755575615628914e-17,1.734723475976807e-18,1.0
3,1,1069,8,2,0.0,0.0,1.0000000000000004
3,1,1069,8,3,0.0,0.0,0.9999999999999999
3,1,1069,8,4,0.0,0.0,0.9999999999999998
3,1,1069,8,5,0.0,0.0,1.0000000000000004
3,1,1069,8,6,0.0,0.0,1.0000000000000009
3,1,1069,8,7,1.3877787807814457e-17,8.673617379884035e-19,1.0
3,1,1069,8,8,0.0,0.0,0.9999999999999998
3,1,1580,0,0,0.0,0.0,0.9999999999999997
3,1,1580,0,1,2.7755575615628914e-17,3.469446951953614e-18,1.0
3,1,1580,0,2,0.0,0.0,1.0000000000000002
3,1,1580,0,3,0.0,0.0,1.0000000000000004
3,1,1580,0,4,0.0,0.0,0.9999999999999999
3,1,1580,0,5,0.0,0.0,0.9999999999999999
3,1,1580,0,6,0.0,0.0,1.0000000000000004
3,1,1580,0,7,1.3877787807814457e-17,1.734723475976807e-18,0.9999999999999993
3,1,1580,0,8,0.0,0.0,1.0
3,1,1580,1,0,2.7755575615628914e-17,6.938893903907228e-18,1.0
3,1,1580,1,1,4.163336342344337e-17,3.469446951953614e-18,0.9999999999999996
3,1,1580,1,2,2.7755575615628914e-17,3.469446951953614e-18,0.9999999999999993
3,1,1580,1,3,1.3877787807814457e-17,1.0408340855860843e-17,0.9999999999999992
3,1,1580,1,4,1.3877787807814457e-17,3.469446951953614e-18,1.0000000000000004
3,1,1580,1,5,1.0842021724855044e-19,3.469446951953614e-18,1.0000000000000002
3,1,1580,1,6,1.3877787807814457e-17,1.0842021724855044e-19,1.0000000000000004
3,1,1580,1,7,2.7755575615628914e-17,3.469446951953614e-18,1.0000000000000004
3,1,1580,1,8,2.7755575615628914e-17,6.938893903907228e-18,0.9999999999999996
3,1,1580,2,0,0.0,0.0,1.0
3,1,1580,2,1,2.7755575615628914e-17,2.6020852139652106e-18,1.0000000000000009
3,1,1580,2,2,0.0,0.0,0.9999999999999998
3,1,1580,2,3,0.0,0.0,1.0000000000000004
3,1,1580,2,4,0.0,0.0,0.9999999999999998
3,1,1580,2,5,0.0,0.0,1.0000000000000004
3,1,1580,2,6,0.0,0.0,1.0000000000000004
3,1,1580,2,7,1.3877787807814457e-17,1.734723475976807e-18,1.0
3,1,1580,2,8,0.0,0.0,1.0000000000000007
3,1,1580,3,0,0.0,0.0,1.0000000000000002
3,1,1580,3,1,2.7755575615628914e-17,1.734723475976807e-18,0.9999999999999996
3,1,1580,3,2,0.0,0.0,0.9999999999999993
3,1,1580,3,3,0.0,0.0,0.9999999999999994
3,1,1580,3,4,0.0,0.0,0.9999999999999989
3,1,1580,3,5,0.0,0.0,0.9999999999999994
3,1,1580,3,6,0.0,0.0,0.9999999999999992
3,1,1580,3,7,1.3877787807814457e-17,8.673617379884035e-19,1.0000000000000002
3,1,1580,3,8,0.0,0.0,1.0000000000000004
3,1,1580,4,0,0.0,0.0,0.9999999999999996
3,1,1580,4,1,2.7755575615628914e-17,1.734723475976807e-18,0.9999999999999998
3,1,1580,4,2,0.0,0.0,0.9999999999999998
