file_key,sign,cluster_id,start,duration,field,unit,status,event_mean,predicted_event_mean,mean_residual,sum_residual,side_mad,side_rms,mad_displacement,slope_per_second
CH_PR100006_TG000304_V0300,positive,0,274,2,LOCATION_X,pixel,AVAILABLE,280.0,280.0,0.0,0.0,0.0,0.0,,0.0
CH_PR100006_TG000304_V0300,positive,0,274,2,LOCATION_Y,pixel,AVAILABLE,828.0,828.0,0.0,0.0,0.0,0.0,,0.0
CH_PR100006_TG000304_V0300,positive,0,274,2,CENTROID_X,pixel,AVAILABLE,280.1468048095703,280.28307979035577,-0.136274980785479,-0.272549961570958,0.06561398862587454,0.09159309112092813,-2.0769196270403176,5.137234458962569e-05
CH_PR100006_TG000304_V0300,positive,0,274,2,CENTROID_Y,pixel,AVAILABLE,827.0794372558594,827.086275733251,-0.006838477391677214,-0.013676954783354428,0.0634078940240831,0.08428966905829294,-0.10784899099597718,-2.3007568944119974e-05
CH_PR100006_TG000304_V0300,positive,0,274,2,OFFSET_X,pixel,AVAILABLE,0.1468048095703125,0.2830797903557915,-0.136274980785479,-0.272549961570958,0.06561398862587454,0.09159309112092813,-2.0769196270403176,5.137234458962569e-05
CH_PR100006_TG000304_V0300,positive,0,274,2,OFFSET_Y,pixel,AVAILABLE,-0.920562744140625,-0.9137242667489478,-0.006838477391677214,-0.013676954783354428,0.0634078940240831,0.08428966905829294,-0.10784899099597718,-2.3007568944119974e-05
CH_PR100006_TG000304_V0300,positive,1,434,1,FLUX,electron,AVAILABLE,390660930.235289,390469895.87267774,191034.36261125453,191034.36261125453,19570.919292807128,23010.630794698907,9.761133841140774,30.93926190031447
CH_PR100006_TG000304_V0300,positive,1,434,1,DARK,electron,AVAILABLE,24762.765694350735,24710.726807706757,52.03888664397907,52.03888664397907,56.00494101150353,57.19591469563574,0.9291838488552318,-0.0010114786747586605
CH_PR100006_TG000304_V0300,positive,1,434,1,BACKGROUND,electron,AVAILABLE,543428.6264050164,555354.2795772875,-11925.653172271075,-11925.653172271075,6377.890425957703,5353.656288367188,-1.8698429066348097,-21.031256081090337
CH_PR100006_TG000304_V0300,positive,1,434,1,CONTA_LC,ratio,AVAILABLE,9.544418241949405e-06,9.669231018660448e-06,-1.2481277671104258e-07,-1.2481277671104258e-07,2.6849388435206517e-07,2.622330857103379e-07,-0.46486264300672353,6.511415787425642e-11
CH_PR100006_TG000304_V0300,positive,1,434,1,CONTA_LC_ERR,ratio,AVAILABLE,6.326300353765263e-07,6.326300353765263e-07,0.0,0.0,0.0,0.0,,0.0
CH_PR100006_TG000304_V0300,positive,1,434,1,SMEARING_LC,electron,AVAILABLE,334983.0834120183,41488.516094111095,293494.56731790723,293494.56731790723,458.89445510309287,1346.8076377796835,639.5687811306682,-0.23230672805721608
CH_PR100006_TG000304_V0300,positive,1,434,1,SMEARING_LC_ERR,ratio,AVAILABLE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CH_PR100006_TG000304_V0300,positive,1,434,1,ROLL_ANGLE,degree,AVAILABLE,19.453569737732778,25.268866749107964,-5.815297011375187,-5.815297011375187,4.524319821785847,3.5837324684570797,-1.2853417177479207,-0.07954200749023066
CH_PR100006_TG000304_V0300,positive,1,434,1,LOCATION_X,pixel,AVAILABLE,280.0,280.0,0.0,0.0,0.0,0.0,,0.0
CH_PR100006_TG000304_V0300,positive,1,434,1,LOCATION_Y,pixel,AVAILABLE,828.0,828.0,0.0,0.0,0.0,0.0,,0.0
CH_PR100006_TG000304_V0300,positive,1,434,1,CENTROID_X,pixel,AVAILABLE,280.4219055175781,280.27376301375546,0.14814250382266506,0.14814250382266506,0.10738620289273797,0.0923473334704695,1.379530142905195,3.838287215654547e-05
CH_PR100006_TG000304_V0300,positive,1,434,1,CENTROID_Y,pixel,AVAILABLE,827.0404663085938,827.0676015250333,-0.027135216439537514,-0.027135216439537514,0.04368074830134742,0.06401498523635299,-0.6212168402504331,-1.7480254852024797e-05
CH_PR100006_TG000304_V0300,positive,1,434,1,OFFSET_X,pixel,AVAILABLE,0.421905517578125,0.2737630137554599,0.14814250382266506,0.14814250382266506,0.10738620289273797,0.0923473334704695,1.379530142905195,3.838287215654547e-05
CH_PR100006_TG000304_V0300,positive,1,434,1,OFFSET_Y,pixel,AVAILABLE,-0.95953369140625,-0.9323984749667125,-0.027135216439537514,-0.027135216439537514,0.04368074830134742,0.06401498523635299,-0.6212168402504331,-1.7480254852024797e-05
