name,camera,ccd,grid_row,grid_col,row_residue,column_residue,phase_sum,uncertainty_entry_sum
tess2019107181902-prf-4-4-row0513-col1069.fits,4,4,513,1069,8,8,0.9999999999999991,0.11795271066693724
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,0,0,1.0,0.13279570627362813
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,0,1,1.0000000000000004,0.11822743285987468
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,0,2,0.9999999999999999,0.12747511351991206
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,0,3,1.0000000000000002,0.12249115987486012
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,0,4,1.0,0.12568027785590036
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,0,5,1.0,0.1395398492557596
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,0,6,1.0000000000000002,0.12950430591201517
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,0,7,0.9999999999999993,0.12402212288381383
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,0,8,0.9999999999999996,0.12029878040799255
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,1,0,1.0000000000000002,0.13361775510258067
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,1,1,1.0000000000000002,0.12468005981618516
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,1,2,0.9999999999999998,0.12399151935107176
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,1,3,0.9999999999999997,0.12611887385594722
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,1,4,0.9999999999999997,0.11969631817872277
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,1,5,0.9999999999999998,0.1340339347513356
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,1,6,1.0000000000000002,0.12742261066412658
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,1,7,0.9999999999999989,0.12851473314526532
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,1,8,0.9999999999999998,0.12391055177164959
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,2,0,0.9999999999999993,0.12791628573514918
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,2,1,0.9999999999999993,0.12017730125737
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,2,2,0.9999999999999997,0.12605186993301193
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,2,3,0.9999999999999999,0.1293993790830735
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,2,4,0.9999999999999999,0.12151600152125658
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,2,5,1.0000000000000002,0.13143493468751125
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,2,6,0.9999999999999997,0.1307858508215074
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,2,7,1.0000000000000002,0.13425065728093824
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,2,8,0.9999999999999997,0.13589485953142522
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,3,0,1.0000000000000002,0.12746861475721616
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,3,1,0.9999999999999996,0.13277739555130744
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,3,2,1.0,0.12461589436357107
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,3,3,0.9999999999999996,0.13117316668851164
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,3,4,1.0000000000000004,0.13133562367094773
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,3,5,1.0000000000000004,0.1287204584391962
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,3,6,1.0000000000000002,0.12894472525653616
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,3,7,0.9999999999999999,0.1382994972089295
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,3,8,0.9999999999999998,0.1300822805461127
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,4,0,1.0000000000000007,0.1276225150621535
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,4,1,1.0,0.1337185053372846
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,4,2,1.0000000000000007,0.12556855944198833
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,4,3,0.9999999999999996,0.13380555161179608
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,4,4,1.0,0.13789552603600527
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,4,5,0.9999999999999998,0.13295062619693354
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,4,6,0.9999999999999996,0.130138259762047
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,4,7,1.0000000000000004,0.13728785901651863
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,4,8,0.9999999999999996,0.13452135545767518
