sector,context,cadence,time_spacecraft_btjd,quaternion_rows,finite_fom_rows,minimum_fom,finite_guide_count_rows,minimum_guides_used
29,0,3719124,2088.3628802665166,10,10,252.0,10,200.0
29,0,3719125,2088.3631117478967,10,10,252.0,10,200.0
29,0,3719126,2088.363343229277,10,10,252.0,10,200.0
29,0,3719127,2088.363574710657,10,10,252.0,10,200.0
29,0,3719128,2088.363806192038,10,10,236.0,10,199.0
29,0,3719129,2088.3640376734184,10,10,252.0,10,200.0
29,0,3719130,2088.3642691547993,10,10,252.0,10,200.0
29,0,3719131,2088.3645006361803,10,10,236.0,10,199.0
29,0,3719132,2088.364732117561,10,10,252.0,10,200.0
29,0,3719133,2088.364963598941,10,10,252.0,10,200.0
29,0,3719134,2088.365195080321,10,10,236.0,10,199.0
29,0,3719135,2088.3654265617015,10,10,252.0,10,200.0
29,0,3719136,2088.3656580430825,10,10,252.0,10,200.0
29,0,3719137,2088.3658895244635,10,10,252.0,10,200.0
29,0,3719138,2088.366121005844,10,10,236.0,10,199.0
29,0,3719139,2088.366352487224,10,10,252.0,10,200.0
29,0,3719140,2088.366583968604,10,10,252.0,10,200.0
29,0,3719141,2088.3668154499846,10,10,236.0,10,199.0
29,0,3719142,2088.3670469313656,10,10,252.0,10,200.0
29,0,3719143,2088.3672784127466,10,10,252.0,10,200.0
29,0,3719144,2088.367509894127,10,10,252.0,10,200.0
29,0,3719145,2088.3677413755076,10,10,252.0,10,200.0
29,0,3719146,2088.3679728568877,10,10,252.0,10,200.0
29,0,3719147,2088.368204338268,10,10,236.0,10,199.0
29,0,3719148,2088.3684358196488,10,10,252.0,10,200.0
29,0,3719149,2088.3686673010297,10,10,252.0,10,200.0
29,0,3719150,2088.3688987824103,10,10,252.0,10,200.0
29,0,3719151,2088.369130263791,10,10,252.0,10,200.0
29,0,3719152,2088.369361745172,10,10,252.0,10,200.0
29,0,3719153,2088.369593226551,10,10,236.0,10,199.0
29,0,3719154,2088.3698247079305,10,10,252.0,10,200.0
29,0,3719155,2088.370056189311,10,10,252.0,10,200.0
29,0,3719156,2088.370287670692,10,10,252.0,10,200.0
