best_free_drift_hz_s,best_free_frequency_mhz,best_free_snr,best_stationary_frequency_mhz,best_stationary_offset_from_prediction_hz,best_stationary_snr,candidate_ordinal,candidate_track_snr,epoch,frozen_original_disposition,kind,predicted_drift_hz_s,predicted_end_mhz,predicted_mid_mhz,predicted_start_mhz,rest_frequency_mhz,scan,width_channels,window_id
-0.030612767223120126,1412.4978426843882,17.193593978881836,1412.4978398904204,-0.39069345803000033,16.49826431274414,1,14.786828994750977,1,survives_for_followup,on,-0.07198109320076003,1412.4978304382312,1412.497840281114,1412.4978501469543,1412.485745176673,epoch1_on,9,m16_1412p5
-0.04081702296416017,1412.4977923929691,20.90070343017578,1412.4977868050337,-29.332387157410267,19.278034210205078,1,1.1216297149658203,1,survives_for_followup,off,-0.07129897009457462,1412.4978063885678,1412.4978161374208,1412.4978259105228,1412.485745176673,epoch1_off,9,m16_1412p5
0.09183830166936038,1412.4977588653564,18.557954788208008,1412.4977700412273,-22.1886443796393,16.54827117919922,1,5.922500133514404,2,survives_for_followup,on,-0.07057971455874879,1412.4977825801254,1412.4977922298717,1412.4978019051453,1412.485745176673,epoch2_on,9,m16_1412p5
0.13265532463352053,1412.4978007748723,20.948074340820312,1412.497823126614,54.555708175030304,17.765886306762695,1,-0.4100559949874878,2,survives_for_followup,off,-0.06982376754866974,1412.4977590252813,1412.497768570906,1412.4977781433197,1412.485745176673,epoch2_off,9,m16_1412p5
0.030612767223120126,1412.4978398904204,21.8748779296875,1412.4978426843882,97.51157494974905,21.257858276367188,1,2.2863101959228516,3,survives_for_followup,on,-0.06903158247609158,1412.4977357362634,1412.4977451728132,1412.4977546373982,1412.485745176673,epoch3_on,9,m16_1412p5
0.13265532463352053,1412.4978203326464,9.799747467041016,1412.497753277421,30.95686133747222,2.152090072631836,1,0.43251240253448486,3,survives_for_followup,off,-0.0682136733450773,1412.4977129965905,1412.4977223205597,1412.4977316737784,1412.485745176673,epoch3_off,9,m16_1412p5
-0.8673617379884035,1425.1309325918555,6.443031311035156,1425.1307733356953,-90.81304051505867,4.853687763214111,2,4.300065994262695,1,rfi_family_veto_pending_manual_review,on,-0.07284823570661701,1425.1308541872424,1425.1308641487358,1425.1308741333928,1425.1362785696983,epoch1_on,9,m16_1425p0
1.438800059486646,1425.1309297978878,5.523231029510498,1425.130795687437,-44.02639888212434,4.307116508483887,2,2.4715704917907715,1,rfi_family_veto_pending_manual_review,off,-0.0721600056589673,1425.1308298472138,1425.130839713836,1425.130849604924,1425.1362785696983,epoch1_off,9,m16_1425p0
0.5306212985340821,1425.1308990642428,5.473885536193848,1425.1308124512434,-3.065950750169577,4.883371353149414,2,4.909170150756836,2,rfi_family_veto_pending_manual_review,on,-0.07143430935104506,1425.1308057505664,1425.1308155171942,1425.1308253095779,1425.1362785696983,epoch2_on,9,m16_1425p0
-0.3571489509364015,1425.1308711245656,6.279853820800781,1425.1308403909206,48.81955965174711,5.693026542663574,2,2.143151044845581,2,rfi_family_veto_pending_manual_review,off,-0.07067159438163315,1425.1307819097872,1425.130791571361,1425.130801259964,1425.1362785696983,epoch2_off,9,m16_1425p0
-0.43878299686472183,1425.1306699588895,5.673215389251709,1425.1307705417275,2.652990588103421,4.106760501861572,2,3.785952091217041,3,rfi_family_veto_pending_manual_review,on,-0.06987231748418349,1425.130758337214,1425.130767888737,1425.1307774685456,1425.1362785696983,epoch3_on,9,m16_1425p0
0.7449106690959231,1425.1306671649218,5.568774700164795,1425.1307621598244,17.402095181751065,4.798015117645264,2,1.7354189157485962,3,rfi_family_veto_pending_manual_review,off,-0.0690470873311473,1425.1307353197947,1425.1307447577292,1425.1307542251748,1425.1362785696983,epoch3_off,9,m16_1425p0
