best_free_drift_hz_s,best_free_frequency_mhz,best_free_snr,best_stationary_frequency_mhz,best_stationary_offset_from_prediction_hz,best_stationary_snr,candidate_ordinal,candidate_track_snr,epoch,frozen_original_disposition,kind,predicted_drift_hz_s,predicted_end_mhz,predicted_mid_mhz,predicted_start_mhz,rest_frequency_mhz,scan,width_channels,window_id
1.008951176750448,1425.1637945562688,5.465465068817139,1425.1637520237177,-73.23463887587423,3.398437738418579,1,0.9745323061943054,1,rfi_family_veto_pending_manual_review,on,-0.12610846374882595,1425.163808260777,1425.1638252583566,1425.1638422840033,1425.2132043389602,epoch1_on,5,m18_1425p0
-1.7656645593132843,1425.1637662012347,4.8475494384765625,1425.1637236686834,-56.981751640705625,3.534914255142212,1,1.0756200551986694,1,rfi_family_veto_pending_manual_review,off,-0.12519213456088696,1425.1637637776223,1425.163780650435,1425.1637975536291,1425.2132043389602,epoch1_off,5,m18_1425p0
-0.147138713276107,1425.1637520237177,5.6996235847473145,1425.1637236686834,-12.836175756092416,3.704500913619995,1,5.098359107971191,2,rfi_family_veto_pending_manual_review,on,-0.12420643194079242,1425.163719766159,1425.1637365048591,1425.1637532762297,1425.2132043389602,epoch2_on,5,m18_1425p0
0.147138713276107,1425.1637917207654,4.754151821136475,1425.163638603581,-54.60988563754654,4.141607284545898,1,-0.04144701361656189,2,rfi_family_veto_pending_manual_review,off,-0.12316186522693318,1425.1636766167953,1425.1636932134666,1425.163709845049,1425.2132043389602,epoch2_off,5,m18_1425p0
-0.15764862136725752,1425.163672629622,5.625703811645508,1425.1636442745878,-6.025165248502162,4.146157741546631,1,4.942381858825684,3,rfi_family_veto_pending_manual_review,on,-0.12204838017656641,1425.1636338543965,1425.163650299753,1425.1636667822393,1425.2132043389602,epoch3_on,5,m18_1425p0
-0.42039632364602003,1425.1635592094851,5.106782913208008,1425.163530854451,-76.93326438129588,3.5380959510803223,1,0.34049126505851746,3,rfi_family_veto_pending_manual_review,off,-0.12086669904334096,1425.1635915028603,1425.1636077877154,1425.1636241118933,1425.2132043389602,epoch3_off,5,m18_1425p0
1.008951176750448,1425.1637945562688,5.465465068817139,1425.1637520237177,-68.95609431012417,3.398437738418579,2,0.15707552433013916,1,rfi_family_veto_pending_manual_review,on,-0.12456590525102088,1425.163804190314,1425.163820979812,1425.1638377973684,1425.1441172977084,epoch1_on,5,m18_1425p0
-1.7656645593132843,1425.1637662012347,4.8475494384765625,1425.1637236686834,-53.25076654116856,3.534914255142212,2,0.704742431640625,1,rfi_family_veto_pending_manual_review,off,-0.1236498524915496,1425.1637602546818,1425.16377691945,1425.1637936145912,1425.1441172977084,epoch1_off,5,m18_1425p0
-0.147138713276107,1425.1637520237177,5.6996235847473145,1425.1637236686834,-9.651110076447367,3.704500913619995,2,4.9470109939575195,2,rfi_family_veto_pending_manual_review,on,-0.12266442629992276,1425.1637167891004,1425.1637333197934,1425.1637498831483,1425.1441172977084,epoch2_on,5,m18_1425p0
-0.0315297242734515,1425.163638603581,4.657677173614502,1425.163638603581,-51.964474323540344,4.141607284545898,2,0.6741536259651184,2,rfi_family_veto_pending_manual_review,off,-0.12162013180068261,1425.1636741793545,1425.1636905680552,1425.1637069916587,1425.1441172977084,epoch2_off,5,m18_1425p0
-0.15764862136725752,1425.163672629622,5.625703811645508,1425.1636442745878,-3.9193132579384837,4.146157741546631,2,5.094448089599609,3,rfi_family_veto_pending_manual_review,on,-0.12050692065047439,1425.1636319564777,1425.163648193901,1425.163664468445,1425.1441172977084,epoch3_on,5,m18_1425p0
-0.42039632364602003,1425.1635592094851,5.106782913208008,1425.163530854451,-75.36687553511001,3.5380959510803223,2,-0.5128450989723206,3,rfi_family_veto_pending_manual_review,off,-0.11932551088909833,1425.1635901443683,1425.1636062213265,1425.163622337599,1425.1441172977084,epoch3_off,5,m18_1425p0
