best_free_drift_hz_s,best_free_frequency_mhz,best_free_snr,best_stationary_frequency_mhz,best_stationary_offset_from_prediction_hz,best_stationary_snr,candidate_ordinal,candidate_track_snr,epoch,frozen_original_disposition,kind,predicted_drift_hz_s,predicted_end_mhz,predicted_mid_mhz,predicted_start_mhz,rest_frequency_mhz,scan,width_channels,window_id
1.008951176750448,1425.1637945562688,5.465465068817139,1425.1637520237177,-64.41391315092915,3.398437738418579,3,0.7958574295043945,1,rfi_family_veto_pending_manual_review,on,-0.12091611400302084,1425.1638001404817,1425.1638164376309,1425.1638327628466,1425.2013037310335,epoch1_on,5,m18_1425p0
-1.7656645593132843,1425.1637662012347,4.8475494384765625,1425.1637236686834,-50.00430701329606,3.534914255142212,3,1.2563157081604004,1,rfi_family_veto_pending_manual_review,off,-0.11999980419878539,1425.1637575006055,1425.1637736729904,1425.163789875756,1425.2013037310335,epoch1_off,5,m18_1425p0
-0.147138713276107,1425.1637520237177,5.6996235847473145,1425.1637236686834,-7.696812645008322,3.704500913619995,3,5.634482383728027,2,rfi_family_veto_pending_manual_review,on,-0.1190141218051641,1425.1637153272209,1425.163731365496,1425.1637474364409,1425.2013037310335,epoch2_on,5,m18_1425p0
-0.0315297242734515,1425.163638603581,4.657677173614502,1425.163638603581,-51.28782754582062,4.141607284545898,3,1.0216550827026367,2,rfi_family_veto_pending_manual_review,off,-0.1179695753177781,1425.1636739951598,1425.1636898914085,1425.163705822568,1425.2013037310335,epoch2_off,5,m18_1425p0
-0.15764862136725752,1425.163672629622,5.625703811645508,1425.1636442745878,-4.520405809671502,4.146157741546631,3,5.258839130401611,3,rfi_family_veto_pending_manual_review,on,-0.11685610880834514,1425.1636330500567,1425.1636487949936,1425.163664577059,1425.2013037310335,epoch3_on,5,m18_1425p0
-0.42039632364602003,1425.1635592094851,5.106782913208008,1425.163530854451,-77.2457960920292,3.5380959510803223,3,0.423404723405838,3,rfi_family_veto_pending_manual_review,off,-0.11567444705882324,1425.1635925158096,1425.163608100247,1425.1636237240075,1425.2013037310335,epoch3_off,5,m18_1425p0
1.008951176750448,1425.1637945562688,5.465465068817139,1425.1637520237177,-73.07448549909168,3.398437738418579,4,0.9745323061943054,1,rfi_family_veto_pending_manual_review,on,-0.12602695358995294,1425.1638081116175,1425.1638250982032,1425.163842112853,1425.1911668062448,epoch1_on,5,m18_1425p0
-1.7656645593132843,1425.1637662012347,4.8475494384765625,1425.1637236686834,-56.850518376450054,3.534914255142212,4,0.8202717304229736,1,rfi_family_veto_pending_manual_review,off,-0.12511071457837386,1425.1637636573712,1425.1637805192017,1425.1637974114115,1425.1911668062448,epoch1_off,5,m18_1425p0
-0.147138713276107,1425.1637520237177,5.6996235847473145,1425.1637236686834,-12.73374937227345,3.704500913619995,4,5.098359107971191,2,rfi_family_veto_pending_manual_review,on,-0.12412510213463922,1425.1637196747022,1425.1637364024327,1425.1637531628307,1425.1911668062448,epoch2_on,5,m18_1425p0
0.147138713276107,1425.1637917207654,4.754151821136475,1425.163638603581,-54.53590893012006,4.141607284545898,4,-0.05692407488822937,2,rfi_family_veto_pending_manual_review,off,-0.12308062559713986,1425.1636765537762,1425.1636931394899,1425.163709760112,1425.1911668062448,epoch2_off,5,m18_1425p0
-0.15764862136725752,1425.163672629622,5.625703811645508,1425.1636442745878,-5.979607294648304,4.146157741546631,4,5.070474147796631,3,rfi_family_veto_pending_manual_review,on,-0.12196722903759355,1425.1636338197839,1425.163650254195,1425.1636667257326,1425.1911668062448,epoch3_on,5,m18_1425p0
-0.42039632364602003,1425.1635592094851,5.106782913208008,1425.163530854451,-76.91609334870009,3.5380959510803223,4,0.34049126505851746,3,rfi_family_veto_pending_manual_review,off,-0.12078563639518855,1425.163591496623,1425.1636077705443,1425.1636240837859,1425.1911668062448,epoch3_off,5,m18_1425p0
