best_free_drift_hz_s,best_free_frequency_mhz,best_free_snr,best_stationary_frequency_mhz,best_stationary_offset_from_prediction_hz,best_stationary_snr,candidate_track_snr,epoch,kind,original_candidate_ordinal,predicted_drift_hz_s,predicted_end_mhz,predicted_mid_mhz,predicted_start_mhz,rest_frequency_mhz,scan,width_channels
-1.9898298695028083,1412.4517505988479,4.114177703857422,1412.4517533928156,65.94251635760884,1.2619471549987793,-0.13408422470092773,1,on,1,-0.0811676687501654,1412.4516763463646,1412.4516874502992,1412.4516985704104,1412.485745176673,independent_epoch1_on,9
0.23469788204392097,1412.451689131558,3.214700222015381,1412.4517505988479,90.25967074194341,2.434283494949341,-1.0322630405426025,1,off,1,-0.08068361682485826,1412.4516493021831,1412.4516603391771,1412.4516713936935,1412.485745176673,independent_epoch1_off,9
-0.6020510887213625,1412.4516807496548,3.6634652614593506,1412.451697513461,64.1167880530702,1.9292585849761963,0.03487399220466614,2,on,1,-0.08016104150894353,1412.4516224318888,1412.451633396673,1412.4516443803159,1412.485745176673,independent_epoch2_on,9
0.5408255542751222,1412.4516863375902,4.349667072296143,1412.4516416341066,35.15766024975164,2.149853467941284,0.7086278200149536,2,off,1,-0.07959678054608504,1412.4515955895772,1412.4516064764464,1412.4516173835073,1412.485745176673,independent_epoch2_off,9
0.4285787411236818,1412.4516109004617,3.466550827026367,1412.451677955687,98.20284276429447,2.003235101699829,0.599459171295166,3,on,1,-0.0789941855293954,1412.4515689491318,1412.4515797528443,1412.4515905780688,1412.485745176673,independent_epoch3_on,9
1.928604335056568,1412.451485171914,4.237392902374268,1412.4514600262046,-93.44758905172057,2.2199301719665527,0.2339344024658203,3,off,1,-0.07835948962485648,1412.4515427576205,1412.4515534737936,1412.451564212775,1412.485745176673,independent_epoch3_off,9
1.3979830365224857,1425.0836838036776,2.4340944290161133,1425.0837285071611,80.66027203312842,-0.3493494391441345,-2.3478572368621826,1,on,2,-0.08204711648564134,1425.0836366226283,1425.083647846889,1425.0836590874706,1425.1362785696983,independent_epoch1_on,9
-1.5306383611560064,1425.0836446881294,1.9406049251556396,1425.0835608690977,-59.57277107881964,0.4180506467819214,-1.6558257341384888,1,off,2,-0.08155872891423886,1425.0836092851487,1425.0836204418688,1425.0836316162683,1425.1362785696983,independent_epoch1_off,9
-1.3265532463352054,1425.0835413113236,2.7307043075561523,1425.0835021957755,-91.01120167542831,1.206490159034729,1.180459976196289,2,on,2,-0.08103147332607873,1425.0835821231135,1425.0835932069772,1425.0836043098684,1425.1362785696983,independent_epoch2_on,9
-1.0510383413271243,1425.0834686681628,2.680518865585327,1425.0836167484522,50.754194944602204,0.21025413274765015,-0.8874650597572327,2,off,2,-0.08046215839996873,1425.0835549890064,1425.0835659942572,1425.0835770198805,1425.1362785696983,independent_epoch2_off,9
1.5204341054149662,1425.0836251303554,1.911491870880127,1425.083446316421,-92.663501845891,1.4898903369903564,-1.0090150833129883,3,on,2,-0.0798541664547264,1425.0835280585736,1425.0835389799229,1425.083549922977,1425.1362785696983,independent_epoch3_on,9
0.9081787609525638,1425.0835301354527,3.4451780319213867,1425.083527341485,14.926906260370743,1.6547355651855469,-0.3302237093448639,3,off,2,-0.07921378795562124,1425.0835015815524,1425.0835124145788,1425.0835232706174,1425.1362785696983,independent_epoch3_off,9
