window,on_max_snr,spectral_width_channels,one_channel_max_snr,frequency_mhz,scale,phase_cycles,active_epochs,off_same_hypothesis_snr,off_global_max_snr,empirical_window_p,null_99th_percentile
m27_1400p5,56169.66245480213,1,56169.66245480213,1400.6247338950634,1.0,-0.1,1+2,-inf,54980.596110976214,0.0038910505836575876,7.497310638427734
m27_1406p5,102410.86069205086,1,102410.86069205086,1406.4850885942578,1.0,-0.1,1+2,-inf,100368.04024974638,0.0038910505836575876,6.532999038696289
m27_1412p5,47374.69593176249,1,47374.69593176249,1412.3454432934523,1.0,-0.1,1+2,-inf,11.437888624738108,0.0038910505836575876,6.517767429351807
m27_1418p5,48230.93595251867,1,48230.93595251867,1418.205795198679,1.0,-0.1,2+3,-inf,8.621961243735884,0.0038910505836575876,6.775451183319092
m27_1425p0,16.598396824630925,9,10.145128118432309,1425.2324916422367,1.0,-0.1,1+2+3,7.396539113791622,15.11099928510447,0.0038910505836575876,7.640499591827393
