window,on_max_snr,spectral_width_channels,one_channel_max_snr,frequency_mhz,scale,phase_cycles,active_epochs,off_same_hypothesis_snr,off_global_max_snr,empirical_window_p,null_99th_percentile
m24_1400p5,54.269129233174624,9,24.07229188687211,1400.1174834668636,1.0,-0.1,1+2+3,63.78493948800309,66.04564643620633,0.0038910505836575876,40.33964920043945
m24_1406p5,6.550175248294124,9,5.8550570538728035,1406.2226037085056,1.0,0.1,2+3,8.686333979927907,7.546621156032324,0.027237354085603113,6.850459098815918
m24_1412p5,6.09480923303963,1,6.09480923303963,1412.6778695732355,0.25,0.1,2+3,-inf,5.577812386969838,0.13229571984435798,6.582063674926758
m24_1418p5,5.962477569609489,5,5.577014294246435,1418.3533027246594,1.0,0.1,1+3,-inf,5.644382491255825,0.28793774319066145,6.4747114181518555
m24_1425p0,7.126075855493166,9,5.718267265394575,1425.216524116695,0.25,-0.2,2+3,-inf,10.954837861983354,0.08171206225680934,7.627882957458496
