window,on_max_snr,spectral_width_channels,one_channel_max_snr,frequency_mhz,scale,phase_cycles,active_epochs,off_same_hypothesis_snr,off_global_max_snr,empirical_window_p,null_99th_percentile
m18_1400p5,6.023264114755418,3,5.516133340159843,1400.508259821513,0.25,-0.1,1+2,-inf,5.872832908700758,0.44357976653696496,6.847133159637451
m18_1406p5,5.882494989428184,5,5.548917856329921,1406.1923507125475,0.25,-0.1,1+3,-inf,6.25786845090493,0.6848249027237354,6.8727545738220215
m18_1412p5,5.689285743659331,1,5.689285743659331,1412.7394383975627,1.0,0.2,1+3,-inf,5.735539381089127,0.8521400778210116,6.823329448699951
m18_1418p5,6.56864001722278,9,5.316428422098492,1418.0940749989113,1.0,-0.1,1+2+3,-inf,6.397970502854127,0.01556420233463035,6.587738513946533
m18_1425p0,7.893494439724015,5,5.618762939332599,1425.2132043389602,1.0,-0.1,2+3,-inf,6.80022947987144,0.0038910505836575876,7.106718063354492
