window,on_max_snr,spectral_width_channels,one_channel_max_snr,frequency_mhz,scale,phase_cycles,active_epochs,off_same_hypothesis_snr,off_global_max_snr,empirical_window_p,null_99th_percentile
m21_1400p5,328.35392878462295,9,104.45206666594282,1400.0007784293111,0.75,0.1,2+3,91.29885120867996,340.3173218496838,0.0038910505836575876,9.55561637878418
m21_1406p5,10.236515298645875,9,5.675342891822352,1406.271186214617,1.0,-0.1,2+3,6.888616464885332,9.76136858727346,0.0038910505836575876,6.474125385284424
m21_1412p5,116.61140953345016,9,35.20522075147606,1412.4226701502557,1.0,-0.2,2+3,36.683691736263654,120.42452730412268,0.0038910505836575876,6.807612895965576
m21_1418p5,5.8729172023977805,5,5.032824638692203,1418.7737309953345,0.0,0.0,2+3,-inf,5.594990768073302,0.2140077821011673,6.429422855377197
m21_1425p0,13.186663196241103,1,13.186663196241103,1425.0018657612618,0.75,0.1,1+2,5.893554322477442,11.413661941864468,0.0038910505836575876,7.609182357788086
