sample_midpoint_s,bin_00,bin_01,bin_02,bin_03,bin_04,bin_05,bin_06,bin_07,bin_08,bin_09,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63
0.5368709119999999,-0.36632177346785155,-0.2667575272332345,-0.36000456811494325,-0.33309514389007483,-0.31606599322445356,-0.3939344785695929,-0.29470150131965056,-0.27182437126508113,-0.3016028109538768,-0.3399396258422972,-0.34043280501750167,-0.3445841137186757,-0.325874456794866,-0.35268322065738694,-0.2947048289518404,-0.2918353055346025,-0.34292925003683195,-0.29481874719827567,-0.3512833165503772,-0.3772101079978581,-0.3365533943870105,-0.3361695713496634,-0.3765498496359214,-0.36916343551794334,-0.32008650173832265,-0.3148395035158111,-0.35760678780830596,-0.3162486764901717,-0.3662391665857285,-0.3542323039229294,-0.3713954924605787,-0.38408020792329417,-0.34744830421238604,-0.37154221764233497,-0.34302805952860843,-0.3805000911400254,-0.3249465886723816,-0.3923465990062271,-0.3695545120925609,-0.32119010468678816,-0.3242965132563508,-0.3861713344231248,-0.3862248217420919,-0.39927185636302703,-0.32006538386589717,-0.31644378725468414,-0.41905084372098955,-0.37264068118695703,-0.32527244476867573,-0.32407177165649564,-0.3886614112915205,-0.4359799189093922,-0.3503675705537067,-0.31811702135019004,-0.3587077304920448,-0.3401929001390402,-0.36445892063368646,-0.36729839354354354,-0.35250126326822545,-0.36846226036349045,-0.3441359782924077,-0.44083969700815423,-0.4039896894578955,-0.41633491314548465
1.6106127359999998,-0.1378577809913882,-0.2101980241547738,-0.200786808148093,-0.17612723574607766,-0.1946018897641417,-0.24897744278963987,-0.2211981560685672,-0.16169151310792326,-0.14345994624974473,-0.25145863173695815,-0.24339145143416577,-0.1822394046799413,-0.1775809914189657,-0.18984280959037797,-0.23264964351463796,-0.15273014947056904,-0.20652272406732664,-0.2263087363597671,-0.19284502142441592,-0.26085394378086285,-0.25284546572947875,-0.19796961612467254,-0.2322836465900764,-0.23357726317564292,-0.23812060823131884,-0.26382627223834526,-0.21974040997780062,-0.257542720746382,-0.27252665790729225,-0.2698805556948563,-0.3062995015643537,-0.23088801560723887,-0.23010444632797902,-0.25913587442067054,-0.24953467242552765,-0.27257339460110025,-0.2866641644608795,-0.27344466080623014,-0.3043355270118419,-0.264361367427877,-0.27640802567891243,-0.33145799580961466,-0.3198324000196798,-0.2627735541417288,-0.32808354969269465,-0.27506868664204376,-0.2940863382869533,-0.28476525537137476,-0.2817815282781209,-0.28144300655029447,-0.29833334375039805,-0.3159642679217671,-0.2865911966904865,-0.3097974944394082,-0.27880627365915905,-0.3315891186773245,-0.3174469491599926,-0.310729830559077,-0.3340172072722843,-0.3273161607960771,-0.328017720054569,-0.3177916299152587,-0.35268114696789,-0.3125155130733869
2.6843545599999996,-0.16794216745932186,-0.11520844870912177,-0.16736773552007175,-0.1727423773762504,-0.1194382869351622,-0.11444725613650267,-0.15444596071029082,-0.15736706201901793,-0.14372196826817735,-0.15798919079991589,-0.21012831945803814,-0.18823035693328297,-0.13704525831521355,-0.24150918856529252,-0.1521916581134844,-0.15417121096730366,-0.19882493320619687,-0.1856106253024856,-0.18907571309578738,-0.1579466288842793,-0.19606561918044463,-0.19626841015581573,-0.19254797173198313,-0.1639839081160192,-0.28572201003719655,-0.23089458679065242,-0.25620322359359954,-0.15124999613700701,-0.2385667327325791,-0.239013888066568,-0.17200564732775092,-0.2337960517200242,-0.1907239704492635,-0.2873865090909281,-0.2422558426125241,-0.19804155630325632,-0.2446770284545242,-0.24366585245089872,-0.22656597931095998,-0.2422839262123619,-0.22855001097611552,-0.23767732921987772,-0.28826226347259115,-0.21569658380290743,-0.24052782829052635,-0.27950830880581634,-0.25945554793413195,-0.28846637598638025,-0.2700320520837392,-0.30473572686813505,-0.24663422692434064,-0.2034546000483845,-0.18223073545544008,-0.2775883961003274,-0.3020697877010597,-0.3311158279954855,-0.2792036553977856,-0.32650074272948715,-0.2840293546988895,-0.27271380603113876,-0.29932669646638843,-0.2955649684715484,-0.34857590686130735,-0.33348234094280216
3.7580963839999995,-0.18589823061068142,-0.17654865408050163,-0.18304310144490696,-0.15529974863498605,-0.17600831023342575,-0.19627938191946928,-0.14422532875323668,-0.17478912715783476,-0.1332291293490146,-0.20553374467583904,-0.12230959256079846,-0.1173175711051694,-0.233075270088323,-0.26030314401058213,-0.19964878687668325,-0.23582347973466053,-0.20577313605463132,-0.21712129131524957,-0.17047600918782077,-0.1862450962819691,-0.2521420117118396,-0.2016587264037558,-0.20507023704703897,-0.2900335906139974,-0.1824864225595125,-0.2205937269817306,-0.20795670581615663,-0.21039277942119433,-0.24161242577247322,-0.22349707049683534,-0.26164757600054145,-0.2627655333074342,-0.23915459207325643,-0.19208231797840977,-0.20531552128626832,-0.21145570081924753,-0.25106821099637144,-0.22795040240245207,-0.22784700233647268,-0.26569654127316816,-0.21819136446408396,-0.23372299317270517,-0.2726136302309377,-0.20822430711528536,-0.2656439888024969,-0.19961515191971557,-0.22538507104452168,-0.27488116613988367,-0.3270516732175435,-0.2274151958575073,-0.2108798294128584,-0.25847913451226695,-0.2906606144055591,-0.27340274932794273,-0.25453511329500805,-0.23089648886317654,-0.2543056031822094,-0.24482127934295153,-0.29745360220217015,-0.31970703184405075,-0.31500176436799976,-0.2909369956302856,-0.2269734908227942,-0.2957627335895917
4.831838207999999,-0.18440833800871456,-0.12217418277370078,-0.21301653386659122,-0.1613365219589988,-0.23319266370422806,-0.16684105019625609,-0.16172939498210326,-0.2124058419930017,-0.19709339771153672,-0.1522714662382246,-0.16388056893733197,-0.21913627422015583,-0.20837862196744286,-0.14291160241035478,-0.19147086570072652,-0.22714332982182636,-0.22466727200662717,-0.19636833981244958,-0.211267267403725,-0.22759584839721875,-0.17034578282618895,-0.2012774503922888,-0.19032573176082224,-0.21065105181852622,-0.23783233036686266,-0.2763367209325744,-0.21308172179020143,-0.2201960149520476,-0.20416367682628334,-0.20619059366539919,-0.2693914412520826,-0.2943812078031312,-0.1853434740665502,-0.32298904886868385,-0.212478211448927,-0.30972517830585794,-0.239902666605693,-0.1891302995915924,-0.25479181844899096,-0.23605597099023207,-0.21870324915341502,-0.24755086842924356,-0.2803817843752248,-0.2617059753491568,-0.25543308730370234,-0.20964209858357208,-0.27829873681600603,-0.20045403830174888,-0.2481223532397832,-0.22718555406234892,-0.2652321128906416,-0.28832818694146617,-0.3108393198594318,-0.292194603709504,-0.28727758379786145,-0.27202926679248257,-0.22816391495455587,-0.275723247822108,-0.2872243126704624,-0.30504163682261215,-0.23807888574499106,-0.2618582438278411,-0.29575048576641294,-0.2660330692638776
5.905580032,-0.14296701663572872,-0.13500321829425438,-0.10057176800078846,-0.19941576883762277,-0.20871266356594528,-0.13132879655417387,-0.13269532431149855,-0.17602726464143156,-0.10025888714673263,-0.17978869555684338,-0.1822241963901823,-0.1860400352493993,-0.188078293235906,-0.15995313659576432,-0.18334514329243184,-0.13026828809857502,-0.16443335119402036,-0.16451016381948388,-0.13308910006058536,-0.16150004918953137,-0.12093629647279158,-0.19747157461409057,-0.1651107616489753,-0.18590771835962577,-0.19778304567028368,-0.17236617838248744,-0.19239242804802156,-0.1408350679391463,-0.21824356052093208,-0.20447152120427095,-0.23938938369974494,-0.2130920952352296,-0.20798370233803457,-0.2260502301755228,-0.18084347836806305,-0.2244097421810563,-0.24805120269177547,-0.19862408270793303,-0.20709858078667562,-0.22858239790158613,-0.22039552932671672,-0.16922537330538034,-0.22511312418750354,-0.22322465043803927,-0.20345479722267815,-0.2181046468394925,-0.22325353444154775,-0.24796056441430533,-0.21534270433975117,-0.1932379521479431,-0.21166413713113538,-0.2335938525918339,-0.2575035041913257,-0.18526558461599052,-0.19966395648329385,-0.22674192591304226,-0.21679498461474264,-0.19398791998225665,-0.2205558916404178,-0.22045227467814194,-0.22818168349164938,-0.19846716928961022,-0.24890284429836487,-0.3009592453350446
6.9793218559999985,-0.10578806811411466,-0.1550934257517968,-0.06190365330881572,-0.14102343783348,-0.15532268217689957,-0.10610578726586287,-0.11457674909615889,-0.16639247183671355,-0.1310262608874057,-0.10649521080943357,-0.12800565828469448,-0.1335599634663335,-0.11732567253888451,-0.13818432823089616,-0.13002370724487783,-0.12161858870864048,-0.17110334936296567,-0.09703952387540735,-0.14413038366806827,-0.1597495948829289,-0.1656943704583682,-0.17708073622946227,-0.20055642200168222,-0.17175584715524955,-0.11406928320814456,-0.14011148249015346,-0.139458839424021,-0.1959200266116698,-0.10272519174031913,-0.19255276781872713,-0.10223934194073081,-0.13591369150006877,-0.15061852327614492,-0.1657910816970148,-0.15500885836913117,-0.15064696771358804,-0.23283319810746303,-0.14427774479346617,-0.13026013959357183,-0.1477472343082939,-0.1603246123164094,-0.13669029716402292,-0.15528211050799914,-0.20005461138030764,-0.20560534770733543,-0.1578817826884915,-0.15849635124738728,-0.12642501733664954,-0.1747268476922597,-0.2125483073344055,-0.1963920115293669,-0.1276591060283993,-0.19717873099892,-0.22933503868989646,-0.1786534384092582,-0.17285972936744137,-0.2088646015285381,-0.16949859171706652,-0.19160748029493593,-0.15009411752024399,-0.1935691321601293,-0.19657518375398858,-0.16759056042480683,-0.192385495673599
8.05306368,-0.12131055557568159,-0.15308789336787804,-0.10584544540948368,-0.09604715124338067,-0.1903771423447844,-0.11029755841549818,-0.08073849935317412,-0.10153212045302748,-0.14688581261517747,-0.12143025724383603,-0.14913890977290326,-0.09527282303731356,-0.13403766754449212,-0.12734763756660478,-0.13338101336765767,-0.17632828398823872,-0.1479854792705737,-0.1661118300315658,-0.11868414008391223,-0.13185135777374463,-0.10582575161242858,-0.15243369407419646,-0.13216013682540506,-0.11467598062673849,-0.1453564690559038,-0.1147284868846847,-0.18986112309253908,-0.09658141316114259,-0.12626283499412239,-0.1663375274594208,-0.1513705193065107,-0.16475304124677287,-0.1528075783613271,-0.14511001339581395,-0.20228434197737702,-0.11782188517307597,-0.148060283459407,-0.13312668433146818,-0.08245807875105779,-0.16704443176942213,-0.1727971375554002,-0.1723891580477357,-0.1867351686315877,-0.16505507689258334,-0.1929191100145025,-0.17738284293591278,-0.07569852591093097,-0.11260378054742302,-0.12206876663757223,-0.12419747487209472,-0.10511057514564268,-0.16213274128468974,-0.16491467717735628,-0.12744045886211097,-0.10677563103048929,-0.161820561724848,-0.20584547725905264,-0.10864730834561799,-0.1415763994529178,-0.1394671905020784,-0.12873617656129813,-0.12529031593086465,-0.11455571841049407,-0.14306868709224677
9.126805503999998,-0.1291484248026141,-0.08876624131309134,-0.1420777380616138,-0.12797372356622613,-0.09145913652069534,-0.14622742455061857,-0.07441065419698134,-0.14396568779816984,-0.13287096503855927,-0.07198552591892492,-0.12391087879326992,-0.15628915167014515,-0.14213156107247674,-0.11925919041303652,-0.13941777179050924,-0.1422886077988161,-0.07091583911096677,-0.1629045487996856,-0.10656459355128131,-0.12713613863369183,-0.10025192011380568,-0.12112419373754944,-0.1186976752942428,-0.09139981549898428,-0.1094782503454813,-0.13815420006618037,-0.08235214335478044,-0.10784448565183473,-0.1525960627477616,-0.12387225789383852,-0.11780876060947776,-0.0999380117448579,-0.09442759296923343,-0.17186393073227788,-0.17230433814360627,-0.13893905085777597,-0.13522823790429225,-0.10870887418942791,-0.10471425194451253,-0.06988774319844586,-0.08320090329341058,-0.17754194978624582,-0.10469650530389377,-0.11350341450711962,-0.1089385869646711,-0.16837069515167968,-0.10912675530250583,-0.08338508448962655,-0.1857713201482381,-0.1740462400069061,-0.17485055018083326,-0.09393338240416986,-0.1913062578782306,-0.0942447620909661,-0.16367459746210702,-0.1346804509937231,-0.10371283648003425,-0.11726159512597535,-0.13547188545011782,-0.06324935659566629,-0.09144065625566457,-0.10754881459953529,-0.12761083434868073,-0.1685091266741178
10.200547327999999,-0.163936303196741,-0.1768323572884713,-0.21969644130773044,-0.15845487580268777,-0.1200091727722403,-0.17786168079432432,-0.13862980861449614,-0.14226452653279661,-0.16048961911084397,-0.15974694667550335,-0.14853681345370465,-0.12918350732486164,-0.1976320088225683,-0.1858630819645311,-0.15129925737190725,-0.14889169975400104,-0.16542211774503812,-0.17816146031587518,-0.08967519277108035,-0.16047093029400067,-0.1183870654203929,-0.1292463100648352,-0.16578348947223276,-0.2295252351156835,-0.17465197314907396,-0.14292269085750117,-0.18309845460212923,-0.13910219700275256,-0.18783641490153968,-0.1531180815155884,-0.22207506885752082,-0.15575932619893657,-0.1899641751411504,-0.14166812828209782,-0.180093756244917,-0.1727449725315507,-0.1606926534545242,-0.19484815826373442,-0.1311105637640659,-0.16861969312386854,-0.18746888047150737,-0.16554101649671793,-0.17953948729804584,-0.15734083514949557,-0.14768966014630028,-0.16696290794789093,-0.19127735615308797,-0.1420997797644564,-0.17916642515254871,-0.16851162091396482,-0.17225508082525007,-0.18651534743340953,-0.16973363820164064,-0.2073947477620095,-0.13962045760958322,-0.1948984573661749,-0.12834655699719275,-0.14596204369861102,-0.17076924944662356,-0.15085997760096298,-0.1760828281154058,-0.16990040648462518,-0.19497300874042725,-0.08307235039371465
